species	assembly_name	base_pairs	golden_path_length	coding_genes_alternative	non_coding_genes_alternative	small_non_coding_genes_alternative	long_non_coding_genes_alternative	misc_non_coding_genes_alternative	pseudogenes_alternative	gene_transcripts_alternative	coding_genes	non_coding_genes	small_non_coding_genes	long_non_coding_genes	misc_non_coding_genes	pseudogenes	gene_transcripts	genscan_gene_predictions	short_variants	structural_variants	fgenesh_gene_prediction	total_length	ungapped_length	n50	spanned_gaps	unspanned_gaps	scaffold_count	count_contig	contig_N50	contig_L50	contig_N75	contig_N90	scaf_L50	scaf_N75	scaf_N90	replicon_count	count_non_chromosome_replicon	count_alt_loci_units	count_regions	count_patches	domain	kingdom	phylum	class	order	family	genus	3prime_overlapping_ncRNA	antisense	artifact	bidirectional_promoter_lncRNA	IG_C_gene	IG_C_pseudogene	IG_D_gene	IG_D_pseudogene	IG_J_gene	IG_J_pseudogene	IG_LV_gene	IG_pseudogene	IG_V_gene	IG_V_pseudogene	lincRNA	lncRNA	macro_lncRNA	miRNA	misc_RNA	Mt_rRNA	Mt_tRNA	ncRNA	nontranslating_CDS	polymorphic_pseudogene	pre_miRNA	processed_pseudogene	processed_transcript	protein_coding	pseudogene	ribozyme	rRNA	rRNA_pseudogene	scaRNA	scRNA	sense_intronic	sense_overlapping	snoRNA	snRNA	sRNA	TEC	TR_C_gene	TR_D_gene	TR_J_gene	TR_J_pseudogene	TR_V_gene	TR_V_pseudogene	transcribed_processed_pseudogene	transcribed_unitary_pseudogene	transcribed_unprocessed_pseudogene	translated_processed_pseudogene	translated_unprocessed_pseudogene	transposable_element	tRNA	unitary_pseudogene	unknown_likely_coding	unprocessed_pseudogene	vault_RNA	Y_RNA	3prime_overlapping_ncRNA_proportion	antisense_proportion	artifact_proportion	bidirectional_promoter_lncRNA_proportion	IG_C_gene_proportion	IG_C_pseudogene_proportion	IG_D_gene_proportion	IG_D_pseudogene_proportion	IG_J_gene_proportion	IG_J_pseudogene_proportion	IG_LV_gene_proportion	IG_pseudogene_proportion	IG_V_gene_proportion	IG_V_pseudogene_proportion	lincRNA_proportion	lncRNA_proportion	macro_lncRNA_proportion	miRNA_proportion	misc_RNA_proportion	Mt_rRNA_proportion	Mt_tRNA_proportion	ncRNA_proportion	nontranslating_CDS_proportion	polymorphic_pseudogene_proportion	pre_miRNA_proportion	processed_pseudogene_proportion	processed_transcript_proportion	protein_coding_proportion	pseudogene_proportion	ribozyme_proportion	rRNA_proportion	rRNA_pseudogene_proportion	scaRNA_proportion	scRNA_proportion	sense_intronic_proportion	sense_overlapping_proportion	snoRNA_proportion	snRNA_proportion	sRNA_proportion	TEC_proportion	TR_C_gene_proportion	TR_D_gene_proportion	TR_J_gene_proportion	TR_J_pseudogene_proportion	TR_V_gene_proportion	TR_V_pseudogene_proportion	transcribed_processed_pseudogene_proportion	transcribed_unitary_pseudogene_proportion	transcribed_unprocessed_pseudogene_proportion	translated_processed_pseudogene_proportion	translated_unprocessed_pseudogene_proportion	transposable_element_proportion	tRNA_proportion	unitary_pseudogene_proportion	unknown_likely_coding_proportion	unprocessed_pseudogene_proportion	vault_RNA_proportion	Y_RNA_proportion	total_genes	label	species_name
ursus maritimus	GCA_000687225.1	2301379344	2301379344	NA	NA	NA	NA	NA	NA	NA	18724	5296	2262	2465	569	325	40592	48742	NA	NA	NA	2301362327	2263004917	15940661	110343	0	23818	134161	46506	14124	22956	10413	46	7483021	3219439	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	2456	0	205	569	2	22	0	0	0	0	49	0	18699	276	9	161	0	27	0	0	0	607	1238	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10761963442185e-05	0	0	0	0	0	0	0	0.000575066748819059	0	0	0.100883138221401	0	0.0084206202505648	0.0233723557198603	8.2152392688437e-05	0.000903676319572808	0	0	0	0	0.00201273362086671	0	0.768083795440542	0.0113370301910043	0.000369685767097967	0.00661326761141918	0	0.0011090573012939	0	0	0	0.0249332511809406	0.0508523310741425	0	0	0.000123228589032656	0	0.00028753337440953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24345	Mammalia	U.maritimus
xenopus tropicalis	GCA_000004195.4	1451301209	1451301209	NA	NA	NA	NA	NA	NA	NA	22107	2023	1979	20	24	484	52299	86324	NA	NA	NA	1451283599	1448444368	153961319	684	0	166	850	14634335	32	5729377	1924154	5	147241510	91218944	10	0	0	0	0	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	267	24	2	22	0	0	0	0	455	0	22102	29	20	533	0	18	0	0	0	347	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000203136426423986	0	0	0	0	0.0108474851710409	0.000975054846835135	8.12545705695945e-05	0.00089380027626554	0	0	0	0	0.0184854148045828	0	0.897944259364589	0.00117819127325912	0.000812545705695945	0.0216543430567969	0	0.000731291135126351	0	0	0	0.0140976679938247	0.0316892825221419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243763711708784	0.000162509141139189	24614	Amphibia	X.tropicalis
xiphophorus maculatus	GCA_002775205.2	704321165	704321165	NA	NA	NA	NA	NA	NA	NA	23774	397	377	2	18	38	37048	40494	NA	NA	NA	704304519	700976614	31535491	156	0	101	257	9181372	25	4714320	1512345	11	27874734	25258764	24	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	69	18	2	22	0	0	0	0	2	0	23753	36	2	28	0	8	0	0	0	170	77	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13069519600149e-05	0	0	0	0.000619604279400223	0	0	0	0	0.00285017968524103	0.000743525135280268	8.26139039200297e-05	0.000908752943120327	0	0	0	0	8.26139039200297e-05	0	0.981164029906233	0.00148705027056054	8.26139039200297e-05	0.00115659465488042	0	0.000330455615680119	0	0	0	0.00702218183320253	0.00318063530092115	4.13069519600149e-05	0	0	0	0.000206534759800074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24209	Actinopteri	X.maculatus
zonotrichia albicollis	GCA_000385455.1	1052600561	1052600561	NA	NA	NA	NA	NA	NA	NA	13862	4340	369	3874	97	50	30624	34913	NA	NA	NA	1052600561	1006303327	4866725	31643	0	6018	37661	112748	2385	43045	13579	52	1881141	543549	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	Z.albicollis
arabidopsis thaliana	GCA_000001735.1	NA	119667750	NA	NA	NA	NA	NA	NA	NA	27655	5178	1697	3481	NA	NA	54013	NA	12883854	NA	20579	119146348	118960704	23459830	95	0	5	100	11194537	5	8327285	2182177	3	19698289	18585056	5	0	0	0	0	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3481	0	325	0	0	0	299	27	0	0	0	0	27628	0	0	15	0	0	0	0	0	287	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106021380927725	0	0.00989857765053452	0	0	0	0.00910669143849176	0.000822343374044407	0	0	0	0	0.841470471781439	0	0	0.00045685743002467	0	0	0	0	0	0.00874120549447202	0.00249748728413486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209849846191332	0	0	0	0	0	32833	Magnoliopsida	A.thaliana
homo sapiens	GCA_000001405.28	3096649726	3096649726	3028	1682	297	1198	187	1796	21630	19813	25972	4864	18887	2221	15241	252477	51756	715081156	7097115	NA	3272116950	3110748599	59364414	661	349	920	1581	56413054	19	23496225	4567218	17	31699399	7084842	25	1	35	358	185	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	0	0	19	0	23	11	64	0	24	6	0	1	228	289	0	20062	0	1924	2407	2	22	0	0	0	0	10804	0	22895	37	8	71	513	51	1	0	0	1009	2072	6	1111	8	5	93	4	160	46	576	158	1130	2	3	0	0	106	0	3340	1	0	0	0	0.000274201928072505	0	0.000331928649771979	0.000158748484673555	0.000923627547191595	0	0.000346360330196848	8.6590082549212e-05	0	1.44316804248687e-05	0.00329042313687006	0.00417075564278705	0	0.289528372683715	0	0.0277665531374473	0.0347370547826589	2.88633608497373e-05	0.000317496969347111	0	0	0	0	0.155919875310281	0	0.330413323327368	0.000533972175720141	0.000115453443398949	0.00102464931016568	0.00740345205795763	0.000736015701668302	1.44316804248687e-05	0	0	0.0145615655486925	0.0299024418403279	8.6590082549212e-05	0.0160335969520291	0.000115453443398949	7.21584021243434e-05	0.00134214627951279	5.77267216994747e-05	0.00230906886797899	0.000663857299543959	0.00831264792472436	0.00228020550712925	0.0163077988801016	2.88633608497373e-05	4.3295041274606e-05	0	0	0.00152975812503608	0	0.0482018126190614	1.44316804248687e-05	0	69292	Human & Mouse	H.sapiens
salmo salar	GCA_905237065.2	2756584103	2756584103	NA	NA	NA	NA	NA	NA	NA	47205	21576	8669	12851	56	608	184209	70362	NA	NA	NA	2756584103	2756563003	28058890	0	211	4222	4222	28058890	33	9559773	1041165	33	9559773	1041165	29	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	0	0	0	0	0	0	34	0	4	0	0	0	93	0	0	12756	0	480	56	0	0	0	0	0	0	47	0	47043	561	95	5197	0	24	0	0	0	901	2059	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0.000489991208981251	0	5.76460245860295e-05	0	0	0	0.00134027007162519	0	0	0.183833172404848	0	0.00691752295032354	0.000807044344204413	0	0	0	0	0	0	0.000677340788885846	0	0.677960483650146	0.00808485494819064	0.0013690930839182	0.0748965974433988	0	0.000345876147516177	0	0	0	0.0129847670380031	0.0296732911556587	0	0	0	0	1.44115061465074e-05	0	0.000432345184395221	0	0	0	0	0	0	0	0	0	0	0	8.64690368790442e-05	2.88230122930147e-05	69389	Actinopteri	S.salar
sarcophilus harrisii	GCA_902635505.1	3086674442	3086674442	NA	NA	NA	NA	NA	NA	NA	19241	4360	1008	3330	22	228	43512	40469	NA	NA	NA	3086657325	3086610579	611347268	339	0	105	444	62339597	14	22598786	9644096	3	464895054	254895979	8	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	0	0	0	0	13	0	0	0	4	0	0	0	40	0	0	3327	0	156	22	2	22	0	0	0	0	81	0	18998	147	3	12	0	20	0	0	0	292	499	0	0	14	24	57	0	91	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0.000545553737043099	0	0	0	0.000167862688320953	0	0	0	0.00167862688320953	0	0	0.139619791010953	0	0.00654664484451719	0.000923244785765244	8.39313441604767e-05	0.000923244785765244	0	0	0	0	0.00339921943849931	0	0.797263838180369	0.00616895379579504	0.000125897016240715	0.00050358806496286	0	0.000839313441604767	0	0	0	0.0122539762474296	0.0209408703680389	0	0	0.000587519409123337	0.00100717612992572	0.00239204330857359	0	0.00381887615930169	0	0	0	0	0	0	0	0	0	0	0	4.19656720802384e-05	0.000167862688320953	23829	Mammalia	S.harrisii
scophthalmus maximus	GCA_013347765.1	556696898	556696898	NA	NA	NA	NA	NA	NA	NA	21263	12989	12038	941	10	201	76329	34357	NA	NA	NA	556679315	556677155	25949660	51	0	126	177	20466349	11	18504693	10467652	10	23140758	20466349	22	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	939	0	86	10	2	22	0	0	0	0	0	0	21260	201	2	11329	0	7	0	0	0	234	351	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	2.90250486169564e-05	0	0	0	0	0	0	0.0272545206513221	0	0.00249615418105825	0.000290250486169564	5.80500972339129e-05	0.000638551069573042	0	0	0	0	0	0	0.617072533596494	0.00583403477200824	5.80500972339129e-05	0.328824775781499	0	0.000203175340318695	0	0	0	0.00679186137636781	0.0101877920645517	0	0	0	0	5.80500972339129e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174150291701739	2.90250486169564e-05	34453	Actinopteri	S.maximus
takifugu rubripes	GCA_901000725.2	384110215	384110215	NA	NA	NA	NA	NA	NA	NA	21411	2179	1003	1170	6	816	55740	31037	NA	NA	NA	384110215	380421686	16705553	402	0	127	529	3136617	35	1281623	272769	10	15473624	12913240	22	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	1168	0	152	6	0	0	0	0	0	0	52	0	21383	764	2	255	0	4	0	0	0	163	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	4.09735310989101e-05	0	0	0	0.00110628533967057	0	0	0.047857084323527	0	0.00622797672703434	0.000245841186593461	0	0	0	0	0	0	0.00213062361714333	0	0.876137015487995	0.0313037777595673	8.19470621978202e-05	0.0104482504302221	0	0.00016389412439564	0	0	0	0.00667868556912235	0.0167991477505531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737523559780382	4.09735310989101e-05	24406	Actinopteri	T.rubripes
cavia porcellus	GCA_000151735.1	2723219641	2723219641	NA	NA	NA	NA	NA	NA	NA	18095	8518	4078	2654	1786	242	34846	59277	NA	NA	NA	2723202840	2663352932	27942054	58460	0	3143	61603	80583	9305	41107	20705	28	9373556	2477380	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	Cavia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2634	0	0	474	1786	2	22	0	0	0	0	58	0	18095	184	20	541	0	59	0	0	0	1624	1354	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0980822938000372	0	0	0.0176503444423757	0.0665053062744368	7.44740271830199e-05	0.000819214299013219	0	0	0	0	0.00215974678830758	0	0.673803760938373	0.00685161050083783	0.000744740271830199	0.0201452243530069	0	0.00219698380189909	0	0	0	0.0604729100726122	0.0504189164029045	7.44740271830199e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26855	Mammalia	C.porcellus
cercocebus atys	GCA_000955945.1	2848246356	2848246356	NA	NA	NA	NA	NA	NA	NA	20926	6993	4525	545	1923	540	53925	47942	NA	NA	NA	2848246356	2787272854	12849131	65319	0	11433	76752	112942	6930	54152	24197	66	6785186	2901663	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	0	0	0	0	23	0	0	0	0	0	0	0	101	0	538	0	0	1312	1923	0	0	0	0	0	0	244	0	20746	296	7	679	0	46	0	0	0	834	1653	1	0	8	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000808180189043888	0	0	0	0	0	0	0	0.00354896517797533	0	0.0189043887698092	0	0	0.0461014090445905	0.0675708914578868	0	0	0	0	0	0	0.00857373765768298	0	0.728978530517587	0.0104009276503039	0.000245967883622053	0.0238588847113391	0	0.00161636037808778	0	0	0	0.0293053164201131	0.0580835588038933	3.51382690888647e-05	0	0.000281106152710917	0	0	0	0.0016866369162655	0	0	0	0	0	0	0	0	0	0	0	0	0	28459	Mammalia	C.atys
chinchilla lanigera	GCA_000276665.1	2390868971	2390868971	NA	NA	NA	NA	NA	NA	NA	17809	11170	3127	7065	978	282	39338	55839	NA	NA	NA	2390852391	2284276400	21893125	78817	0	2838	81655	61105	10854	31228	15094	37	12247874	5312119	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7050	0	0	462	978	2	22	0	0	0	0	59	0	17809	223	15	550	0	40	0	0	0	723	1326	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240935032979051	0	0	0.015788934076074	0.0334233279792215	6.83503639656881e-05	0.000751854003622569	0	0	0	0	0.0020163357369878	0	0.60862581593247	0.00762106558217423	0.000512627729742661	0.0187963500905642	0	0.00136700727931376	0	0	0	0.0247086565735963	0.0453162913092512	6.83503639656881e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29261	Mammalia	C.lanigera
chlorocebus sabaeus	GCA_000409795.2	2789656328	2789656328	NA	NA	NA	NA	NA	NA	NA	19165	8245	6326	3	1916	575	28078	88465	0	NA	NA	2789639778	2752002658	81825804	160702	29	2021	162723	90449	7735	33355	10382	14	45109688	26433250	31	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3136	1916	2	22	0	0	0	0	70	0	19165	505	0	526	0	0	0	0	0	901	1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107200285867429	0	0	0.112060032160086	0.0684652492406646	7.14668572449527e-05	0.000786135429694479	0	0	0	0	0.00250134000357334	0	0.684831159549759	0.0180453814543505	0	0.0187957834554225	0	0	0	0	0	0.0321958191888512	0.0621404323744863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27985	Mammalia	C.sabaeus
coturnix japonica	GCA_001577835.1	927656957	927656957	NA	NA	NA	NA	NA	NA	NA	15732	5689	478	5090	121	140	37604	31795	NA	NA	NA	927640260	917246527	2975000	7111	519	2530	9641	511217	515	246035	103428	86	1445352	667000	32	0	0	0	0	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Coturnix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5088	0	148	121	2	22	0	0	0	0	0	0	15732	140	2	26	0	18	0	0	0	196	64	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235981633504939	0	0.00686424562868142	0.00561198460182737	9.27600760632624e-05	0.00102036083669589	0	0	0	0	0	0	0.729650758313622	0.00649320532442837	9.27600760632624e-05	0.00120588098882241	0	0.000834840684569361	0	0	0	0.00909048745419971	0.0029683224340244	9.27600760632624e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21561	Aves	C.japonica
cynoglossus semilaevis	GCA_000523025.1	470199494	470199494	NA	NA	NA	NA	NA	NA	NA	21372	412	395	2	15	27	34435	33207	NA	NA	NA	470182763	446025043	509861	31731	1538	31180	62911	27008	4682	12572	5089	289	301328	144074	22	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Cynoglossus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	64	15	2	22	0	0	0	0	1	0	21371	26	2	21	0	11	0	0	0	202	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58484251065976e-05	0	0	0	0	0.00293429920682225	0.000687726376598964	9.16968502131952e-05	0.00100866535234515	0	0	0	0	4.58484251065976e-05	0	0.979826692953097	0.00119205905277154	9.16968502131952e-05	0.000962816927238549	0	0.000504332676172573	0	0	0	0.00926138187153271	0.00330108660767503	4.58484251065976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21811	Actinopteri	C.semilaevis
cyprinus carpio carpio	GCA_905221575.1	1460365368	1460365368	NA	NA	NA	NA	NA	NA	NA	44807	9749	1543	8137	69	417	162529	NA	NA	NA	NA	1460348793	1460311593	28473900	372	0	674	1046	9240127	51	4675954	1996395	22	26114090	23266657	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	0	0	0	0	15	0	0	0	0	0	0	0	68	0	0	3753	0	314	49	2	22	0	0	0	0	18	0	46151	1096	8	376	0	16	0	0	0	424	363	0	0	2	0	25	0	61	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0.000284214714743165	0	0	0	0	0	0	0	0.00128844004016901	0	0	0.0711105216287398	0	0.00594956136195691	0.000928434734827671	3.78952952990886e-05	0.000416848248289975	0	0	0	0	0.000341057657691798	0	0.874452886674119	0.0207666218239006	0.000151581181196354	0.00712431551622866	0	0.000303162362392709	0	0	0	0.00803380260340679	0.00687799609678458	0	0	3.78952952990886e-05	0	0.000473691191238608	0	0.0011558065066222	0	0	0	0	0	0	0	0	0	0	0	0.000227371771794532	3.78952952990886e-05	52777	Actinopteri	C.carpio
equus caballus	GCA_002863925.1	2506966135	2506966135	NA	NA	NA	NA	NA	NA	NA	20955	9014	1761	7244	9	402	59087	49384	40145531	193747	NA	2506949475	2497514011	87230776	6286	0	4700	10986	1502753	462	768278	332817	12	58984458	40254690	32	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	7241	0	668	9	2	22	0	0	0	0	17	0	20912	385	3	12	0	20	0	0	0	481	540	0	0	10	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0.000592670639755029	0	0	0.238418227914787	0	0.0219946659642422	0.000296335319877515	6.58522933061144e-05	0.000724375226367258	0	0	0	0	0.000559744493101972	0	0.688551578808732	0.012676566461427	9.87784399591716e-05	0.000395113759836686	0	0.000658522933061144	0	0	0	0.0158374765401205	0.0177801191926509	0	0	0.000329261466530572	0	9.87784399591716e-05	0	0.000395113759836686	0	0	0	0	0	0	0	0	0	0	0	6.58522933061144e-05	0.000460966053142801	30371	Livestock	E.caballus
esox lucius	GCA_004634155.1	940906975	940906975	NA	NA	NA	NA	NA	NA	NA	24916	6291	5319	915	57	231	79175	36162	NA	NA	NA	940906978	940848578	37550661	584	0	811	1395	3396779	71	1679168	712046	11	31674487	25548373	26	1	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	0	0	0	0	0	0	0	0	2	0	0	0	60	0	0	901	0	398	57	2	22	0	0	0	0	8	0	24854	223	14	3562	0	11	0	0	0	372	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	6.36172784528278e-05	0	0	0	0.00190851835358483	0	0	0.0286595839429989	0	0.0126598384121127	0.00181309243590559	6.36172784528278e-05	0.000699790062981106	0	0	0	0	0.000254469113811311	0	0.790571919333291	0.0070933265474903	0.000445320949169794	0.113302372924486	0	0.000349895031490553	0	0	0	0.011832813792226	0.0299001208728291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318086392264139	6.36172784528278e-05	31438	Actinopteri	E.lucius
felis catus	GCA_000181335.4	2521863845	2521863845	NA	NA	NA	NA	NA	NA	NA	19588	9468	2622	6818	28	494	54456	53502	3264884	NA	NA	2521846836	2476436195	83967707	384	19	4524	4908	41915695	19	18110189	7557923	11	60080733	30780723	19	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Felis	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	6811	0	221	28	2	22	0	0	0	0	84	0	19564	410	7	38	0	37	0	0	0	650	1620	0	0	2	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	3.38409475465313e-05	0	0	0	0	0	0	0	0.000372250423011844	0	0	0.230490693739425	0	0.00747884940778342	0.000947546531302876	6.76818950930626e-05	0.000744500846023689	0	0	0	0	0.00284263959390863	0	0.662064297800338	0.0138747884940778	0.000236886632825719	0.00128595600676819	0	0.00125211505922166	0	0	0	0.0219966159052453	0.0548223350253807	0	0	6.76818950930626e-05	0	0.000101522842639594	0	0.000236886632825719	0	0	0	0	0	0	0	0	0	0	0	6.76818950930626e-05	0.00101522842639594	29550	Mammalia	F.catus
gallus gallus	GCA_016699485.1	1053332251	1053332251	NA	NA	NA	NA	NA	NA	NA	17007	13040	1089	11946	5	61	72689	NA	22693906	NA	NA	1053332251	1049948333	90861225	463	0	214	677	18834961	18	9076172	2576407	4	29578256	11623896	42	1	0	0	0	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11944	0	674	5	2	22	0	0	0	0	15	0	17007	46	2	96	0	15	0	0	0	194	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396705194632656	0	0.0223860767902219	0.00016606881891856	6.64275275674239e-05	0.000730702803241663	0	0	0	0	0.00049820645675568	0	0.564866480669589	0.00152783313405075	6.64275275674239e-05	0.00318852132323635	0	0.00049820645675568	0	0	0	0.00644347017404012	0.00272352863026438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64275275674239e-05	6.64275275674239e-05	30108	Livestock	G.gallus
poecilia latipinna	GCA_001443285.1	815144743	815144743	NA	NA	NA	NA	NA	NA	NA	23640	355	339	2	14	39	32168	46027	NA	NA	NA	815144743	679780316	279200	36637	0	17988	54625	33278	5928	16531	7145	882	135501	56731	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	75	14	0	0	0	0	0	0	1	0	23617	38	2	21	0	9	0	0	0	187	46	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16077223932762e-05	0	0	0	0.000665723558292419	0	0	0	0	0.00312057917949571	0.000582508113505867	0	0	0	0	0	0	4.16077223932762e-05	0	0.982649579762004	0.0015810934509445	8.32154447865524e-05	0.0008737621702588	0	0.000374469501539486	0	0	0	0.00778064408754265	0.0019139552300907	4.16077223932762e-05	0	0	0	0.000249646334359657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24034	Actinopteri	P.latipinna
